TP_SEXO;QE_I07;QE_I08;QE_I10;QE_I17;QE_I21;QE_I22;QE_I24;INST_CURSO;DIFERENCA;QE_I01_A;QE_I01_B;QE_I01_E;QE_I02_A;QE_I02_B;QE_I02_D;QE_I02_F;QE_I04_A;QE_I04_B;QE_I04_C;QE_I04_D;QE_I04_E;QE_I04_F;QE_I05_A;QE_I05_B;QE_I05_C;QE_I05_D;QE_I05_E;QE_I05_F;QE_I06_B;QE_I06_C;QE_I06_F;QE_I09_A;QE_I09_B;QE_I09_C;QE_I09_D;QE_I09_E;QE_I09_F;QE_I11_A;QE_I11_B;QE_I11_E;QE_I11_Outros;QE_I16_11.0;QE_I16_12.0;QE_I16_13.0;QE_I16_14.0;QE_I16_15.0;QE_I16_16.0;QE_I16_17.0;QE_I16_21.0;QE_I16_22.0;QE_I16_23.0;QE_I16_24.0;QE_I16_25.0;QE_I16_26.0;QE_I16_27.0;QE_I16_28.0;QE_I16_29.0;QE_I16_31.0;QE_I16_32.0;QE_I16_33.0;QE_I16_35.0;QE_I16_41.0;QE_I16_42.0;QE_I16_43.0;QE_I16_50.0;QE_I16_51.0;QE_I16_52.0;QE_I16_53.0;QE_I16_99.0;QE_I19_A;QE_I19_B;QE_I19_C;QE_I20_A;QE_I20_B;QE_I20_C;QE_I20_K;QE_I23_A;QE_I23_B;QE_I23_C;QE_I23_D;QE_I23_E;QE_I25_A;QE_I25_C;QE_I25_E;QE_I25_H;QE_I26_A;QE_I26_B;QE_I26_C;QE_I26_F;QE_I26_I;labels
0.3125;0.3392857142857143;0.3125;0.890625;0.9375;0.625;0.18749999999999997;0.875;1892105351880035.0;0.8625;0.375;0.3125;0.3125;0.5625;0.0625;0.25;0.125;0.125;0.3125;0.125;0.375;0.0625;0.0;0.0625;0.37499999999999994;0.125;0.3125;0.12500000000000003;0.0;0.3125;0.5625;0.125;0.0625;1.3877787807814457e-17;0.1875;0.18749999999999997;0.0;0.5625;0.0625;0.5;0.24999999999999997;0.1875;0.0;0.06249999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.875;0.0;-3.469446951953614e-18;-1.3877787807814457e-17;0.0;0.0;0.0;0.0;0.0625;0.5;0.1875;0.3125;0.25;0.1875;0.25;0.3125;0.0625;0.625;0.1875;0.125;-6.938893903907228e-18;0.25;0.375;0.1875;0.1875;0.125;0.06250000000000001;1.3877787807814457e-17;0.0;0.8125;0
0.5882352941176471;0.38655462184873945;0.11764705882352944;0.22058823529411753;0.5294117647058825;0.5882352941176471;0.05882352941176466;0.29411764705882354;1583105230440023.0;1.0;0.8823529411764706;0.1176470588235295;-1.3877787807814457e-17;0.5294117647058824;2.7755575615628914e-17;0.35294117647058826;0.11764705882352941;0.0588235294117647;0.47058823529411764;0.17647058823529413;0.29411764705882354;0.0;3.469446951953614e-18;-2.7755575615628914e-17;0.17647058823529413;0.23529411764705888;0.47058823529411764;0.05882352941176471;0.058823529411764726;0.7647058823529412;0.11764705882352944;0.11764705882352944;6.938893903907228e-18;0.5294117647058822;0.4117647058823529;0.05882352941176468;-1.1102230246251565e-16;2.7755575615628914e-17;1.0;-1.1102230246251565e-16;0.0;1.1102230246251565e-16;-2.168404344971009e-19;-3.469446951953614e-18;2.7755575615628914e-17;0.0;8.673617379884035e-19;0.0;-2.168404344971009e-19;-4.336808689942018e-19;8.673617379884035e-19;1.0;-2.168404344971009e-19;-8.673617379884035e-19;3.469446951953614e-18;-4.336808689942018e-19;0.0;-3.469446951953614e-18;0.0;1.734723475976807e-18;1.734723475976807e-18;0.0;2.7755575615628914e-17;6.938893903907228e-18;-1.3877787807814457e-17;-8.673617379884035e-19;0.0;0.0;-4.336808689942018e-19;0.0;1.1102230246251565e-16;0.5294117647058824;0.47058823529411764;0.05882352941176472;0.0;0.4705882352941177;0.47058823529411764;0.0;0.47058823529411764;0.41176470588235287;0.058823529411764705;0.058823529411764684;0.47058823529411764;0.2941176470588236;-1.3877787807814457e-17;0.23529411764705888;0.47058823529411775;2.7755575615628914e-17;4.163336342344337e-17;0.0;0.5294117647058824;1
0.631578947368421;0.38345864661654133;0.26315789473684215;0.8026315789473685;0.9605263157894737;0.618421052631579;0.14473684210526314;0.10526315789473695;316105355030835.75;0.9131578947368422;0.11842105263157893;0.736842105263158;0.14473684210526316;0.5263157894736843;0.07894736842105267;0.3684210526315789;0.026315789473684206;0.09210526315789473;0.46052631578947373;0.19736842105263158;0.21052631578947367;0.013157894736842118;0.026315789473684202;0.15789473684210523;0.5263157894736843;0.15789473684210525;0.09210526315789472;0.05263157894736844;0.013157894736842115;0.10526315789473689;0.8289473684210527;0.06578947368421054;1.3877787807814457e-17;0.06578947368421052;0.07894736842105263;0.1447368421052631;0.43421052631578944;0.2763157894736842;0.0;0.7105263157894736;0.14473684210526314;0.1447368421052632;-2.168404344971009e-19;6.938893903907228e-18;1.3877787807814457e-17;0.0;1.3010426069826053e-18;0.0;-2.168404344971009e-19;-4.336808689942018e-19;0.0131578947368421;1.3877787807814457e-17;-2.168404344971009e-19;0.013157894736842101;0.013157894736842118;-4.336808689942018e-19;0.0;0.02631578947368421;0.02631578947368421;0.013157894736842111;3.469446951953614e-18;0.868421052631579;4.163336342344337e-17;3.469446951953614e-18;0.0;-8.673617379884035e-19;0.0;0.0;-4.336808689942018e-19;0.02631578947368421;0.43421052631578955;0.10526315789473673;0.4605263157894737;0.2763157894736842;0.13157894736842105;0.052631578947368474;0.5394736842105263;0.06578947368421052;0.4868421052631579;0.2631578947368421;0.14473684210526316;0.03947368421052629;0.3684210526315789;0.44736842105263164;0.06578947368421051;0.11842105263157894;0.013157894736842105;0.1842105263157895;0.10526315789473686;0.0;0.6973684210526315;2
0.5454545454545454;0.3506493506493506;0.3181818181818182;0.8863636363636364;0.9090909090909091;0.36363636363636365;0.36363636363636365;1.0;496105351620035.0;0.9272727272727272;0.18181818181818182;0.8181818181818181;-1.3877787807814457e-17;0.5454545454545455;0.09090909090909091;0.36363636363636365;0.0;0.0;0.2727272727272727;0.18181818181818182;0.5454545454545454;0.0;-1.734723475976807e-18;0.18181818181818182;0.18181818181818182;0.09090909090909091;0.4545454545454545;-6.938893903907228e-18;0.09090909090909093;0.18181818181818185;0.8181818181818182;0.0;-6.938893903907228e-18;0.0909090909090909;0.09090909090909091;0.2727272727272727;0.45454545454545453;0.0909090909090909;0.0;0.7272727272727273;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.09090909090909091;0.5454545454545454;0.0;0.0;0.0909090909090909;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.1818181818181818;0.18181818181818182;0.18181818181818177;0.0;0.2727272727272727;0.36363636363636365;0.18181818181818182;0.18181818181818177;0.1818181818181818;0.4545454545454546;0.0;0.36363636363636365;0.0;0.18181818181818182;0.2727272727272727;0.0;0.5454545454545454;3
0.7142857142857142;0.4081632653061224;0.33333333333333337;0.8452380952380952;1.0;0.4285714285714286;0.14285714285714282;1.0;1472105420750242.0;0.9047619047619048;0.38095238095238104;0.42857142857142855;0.19047619047619044;0.8095238095238095;0.04761904761904764;0.04761904761904773;0.09523809523809525;-1.3877787807814457e-17;0.7619047619047616;0.047619047619047575;0.14285714285714288;0.047619047619047616;3.469446951953614e-18;-2.7755575615628914e-17;0.8095238095238096;0.09523809523809525;0.09523809523809523;2.0816681711721685e-17;3.469446951953614e-18;0.23809523809523817;0.6666666666666667;0.09523809523809526;6.938893903907228e-18;0.14285714285714285;0.0476190476190476;0.23809523809523805;0.47619047619047616;0.09523809523809526;0.0;0.6666666666666666;0.047619047619047616;0.2857142857142857;-1.0842021724855044e-19;-3.469446951953614e-18;0.047619047619047644;0.0;8.673617379884035e-19;0.0;-1.0842021724855044e-19;-2.168404344971009e-19;8.673617379884035e-19;1.3877787807814457e-17;-1.0842021724855044e-19;-4.336808689942018e-19;3.469446951953614e-18;-2.168404344971009e-19;0.0;-1.734723475976807e-18;1.3877787807814457e-17;0.04761904761904763;1.734723475976807e-18;0.0;0.09523809523809525;0.6190476190476192;0.19047619047619052;-4.336808689942018e-19;0.0;0.0;-2.168404344971009e-19;0.0;0.38095238095238093;0.19047619047619044;0.42857142857142855;0.3333333333333333;0.047619047619047616;0.1428571428571429;0.47619047619047616;0.04761904761904762;0.23809523809523808;0.5238095238095237;0.09523809523809522;0.09523809523809522;0.23809523809523805;0.5714285714285714;-6.938893903907228e-18;0.1904761904761905;0.0;0.2857142857142857;0.23809523809523814;0.0;0.47619047619047616;4
0.5277777777777778;0.3849206349206349;0.25;0.826388888888889;0.9166666666666666;0.6666666666666667;0.11111111111111109;0.888888888888889;2750771960218643.0;0.7833333333333334;0.47222222222222227;0.5;0.027777777777777762;0.38888888888888895;0.1388888888888889;0.4166666666666667;0.05555555555555555;0.08333333333333331;0.4166666666666667;0.16666666666666666;0.3055555555555556;0.027777777777777783;1.734723475976807e-18;0.05555555555555555;0.3611111111111111;0.16666666666666669;0.3055555555555555;0.08333333333333334;0.027777777777777783;0.3055555555555556;0.6111111111111112;0.08333333333333334;0.08333333333333334;0.08333333333333333;0.1388888888888889;0.13888888888888887;0.4722222222222222;0.08333333333333333;0.0;0.4166666666666667;0.5;0.0833333333333334;1.0842021724855044e-19;-3.469446951953614e-18;2.7755575615628914e-17;0.0;4.336808689942018e-19;0.0;1.0842021724855044e-19;2.168404344971009e-19;4.336808689942018e-19;0.08333333333333334;1.0842021724855044e-19;4.336808689942018e-19;0.16666666666666669;0.027777777777777794;0.0;0.05555555555555555;0.6388888888888888;8.673617379884035e-19;0.0;0.02777777777777779;1.3877787807814457e-17;3.469446951953614e-18;-1.3877787807814457e-17;4.336808689942018e-19;0.0;0.0;2.168404344971009e-19;0.0;0.19444444444444445;0.4722222222222222;0.3333333333333333;0.16666666666666666;0.1111111111111111;0.33333333333333337;0.38888888888888884;0.02777777777777779;0.3888888888888889;0.3055555555555556;0.11111111111111109;0.16666666666666663;0.3055555555555555;0.4444444444444445;0.027777777777777773;0.2222222222222222;2.7755575615628914e-17;0.08333333333333336;0.19444444444444442;0.0;0.7222222222222222;5
0.5384615384615384;0.3516483516483516;0.3076923076923077;0.75;0.8461538461538461;0.46153846153846156;0.23076923076923073;0.6153846153846153;2950105431490243.0;0.5307692307692309;0.6923076923076923;0.2692307692307692;0.03846153846153845;0.7692307692307693;0.1153846153846154;0.11538461538461536;6.938893903907228e-18;-2.7755575615628914e-17;0.2692307692307693;0.3076923076923077;0.2692307692307692;0.11538461538461539;0.03846153846153846;0.07692307692307693;0.23076923076923073;0.23076923076923078;0.4230769230769231;0.03846153846153848;-3.469446951953614e-18;0.38461538461538464;0.5;0.1153846153846154;0.0;0.11538461538461539;0.2692307692307693;0.1923076923076923;0.2692307692307692;0.15384615384615385;0.0;0.5;0.2692307692307692;0.23076923076923078;-1.0842021724855044e-19;-6.938893903907228e-18;1.3877787807814457e-17;0.0;0.0;0.0;-1.0842021724855044e-19;-2.168404344971009e-19;0.0;0.0;-1.0842021724855044e-19;-4.336808689942018e-19;-3.469446951953614e-18;-2.168404344971009e-19;0.0;-1.734723475976807e-18;0.0;0.0;-1.734723475976807e-18;0.0;0.0;-3.469446951953614e-18;0.9615384615384615;0.038461538461538464;0.0;0.0;-2.168404344971009e-19;0.0;0.2692307692307692;0.4230769230769231;0.3076923076923077;0.30769230769230765;-1.3877787807814457e-17;0.3076923076923077;0.3846153846153846;0.07692307692307693;0.6153846153846154;0.15384615384615385;0.0769230769230769;0.07692307692307691;0.5;0.23076923076923075;0.15384615384615385;0.11538461538461542;0.03846153846153846;0.11538461538461542;0.07692307692307693;0.0;0.7692307692307693;6
0.19999999999999996;0.2857142857142857;0.3;1.0;0.8;0.8;0.39999999999999997;0.39999999999999997;923105355060535.1;0.84;0.4;0.6;-1.3877787807814457e-17;0.6000000000000001;0.2;0.19999999999999998;-6.938893903907228e-18;0.0;0.6000000000000001;0.0;0.2;0.2;0.0;0.0;0.19999999999999998;0.0;0.6;0.20000000000000004;0.0;0.2;0.6000000000000001;0.2;0.0;0.0;0.4;0.39999999999999997;0.0;0.2;0.0;1.0;0.0;0.0;0.0;-3.469446951953614e-18;-1.3877787807814457e-17;0.0;0.0;0.0;0.0;0.0;0.0;-6.938893903907228e-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-3.469446951953614e-18;-1.3877787807814457e-17;0.0;0.0;0.0;0.0;0.0;0.4;0.19999999999999998;0.4;0.39999999999999997;0.0;0.2;0.39999999999999997;0.2;0.6;0.2;0.0;-6.938893903907228e-18;0.0;1.0;0.0;-2.7755575615628914e-17;-1.3877787807814457e-17;0.0;0.4;0.0;0.6;7
0.5;0.3571428571428571;0.375;0.75;1.0;0.25;0.49999999999999994;1.0;1225105350190535.0;1.0;0.5;0.25;0.24999999999999997;0.25;0.25000000000000006;0.5;0.0;0.0;0.75;0.25;0.0;0.0;0.0;0.25;0.25;0.5;0.0;0.0;0.0;0.25;0.5;0.25;0.25;0.0;0.0;0.0;0.5;0.25;0.0;0.24999999999999997;0.5;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.75;0.0;0.0;0.25;0.0;0.5;0.5;0.0;0.0;0.75;0.24999999999999997;0.0;0.0;0.0;0.0;0.25;0.0;0.75;8
0.625;0.4196428571428571;0.34375;0.875;1.0;0.625;0.12499999999999997;0.875;1149105352390935.0;0.7500000000000001;0.75;0.25;-1.3877787807814457e-17;0.5625;0.0625;0.375;6.938893903907228e-18;-1.3877787807814457e-17;0.375;0.18749999999999994;0.25;0.125;0.06249999999999997;0.0625;0.31249999999999994;0.125;0.25;0.18750000000000006;0.06250000000000001;0.5625;0.4375;0.0;6.938893903907228e-18;0.062499999999999986;0.3125;0.18749999999999997;0.375;0.06249999999999997;0.06250000000000001;0.12500000000000006;0.3125;0.5;0.0;-3.469446951953614e-18;1.3877787807814457e-17;0.0;0.0;0.0;0.0;0.0;0.0;6.938893903907228e-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.875;0.06250000000000001;0.0;-1.3877787807814457e-17;0.0;0.0;0.0;0.0;0.0;0.1875;0.625;0.1875;0.5625;-1.3877787807814457e-17;0.37500000000000006;0.06250000000000006;0.125;0.37499999999999994;0.4999999999999999;0.0;-6.938893903907228e-18;0.4375;0.375;0.0;0.18750000000000003;0.0625;0.18750000000000003;0.25;0.0;0.5;9
